ticket_id,timestamp,account_id,text,priority,scenario_label,category
TICKET_001205,2026-09-25 04:47:24,NDM_000358,I noticed a transfer that I do not recognise.,Low,LEGITIMATE,
ATO_TICKET_NDM_000360,2026-09-14 14:05:30,NDM_000360,My SIM card was replaced and I cannot log in.,Medium,ATO,Unauthorised Transaction
TICKET_001397,2026-09-04 20:33:53,NDM_000361,I received an OTP that I did not request.,Low,LEGITIMATE,
TICKET_001915,2026-09-15 20:20:37,NDM_000362,I changed my phone and need help accessing my account.,Medium,LEGITIMATE,
TICKET_000592,2026-09-26 08:47:37,NDM_000364,I noticed a transfer that I do not recognise.,Medium,LEGITIMATE,
ATO_TICKET_NDM_000366,2026-09-30 05:10:19,NDM_000366,I received an OTP that I did not request.,Medium,ATO,Unauthorised Transaction
TICKET_000449,2026-09-18 15:17:01,NDM_000367,I am travelling and cannot access my normal device.,Low,LEGITIMATE,
ATO_TICKET_NDM_000367,2026-09-28 21:12:18,NDM_000367,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_000373,2026-09-21 21:15:43,NDM_000373,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_000396,2026-09-30 14:03:06,NDM_000373,There was a transaction on my account that I did not make.,Low,LEGITIMATE,
TICKET_001164,2026-09-27 13:37:15,NDM_000375,There is no problem with my account; I need assistance with a payment.,Medium,LEGITIMATE,
TICKET_001922,2026-09-28 09:52:10,NDM_000375,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
TICKET_001640,2026-09-07 14:00:44,NDM_000378,Please help me update my registered mobile number.,Low,LEGITIMATE,
ATO_TICKET_NDM_000379,2026-09-15 02:18:15,NDM_000379,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_001544,2026-09-15 11:38:12,NDM_000381,I changed my phone and need help accessing my account.,Medium,LEGITIMATE,
TICKET_001073,2026-09-20 01:41:41,NDM_000383,My phone was lost and I need to secure my account.,Medium,LEGITIMATE,
ATO_TICKET_NDM_000384,2026-09-27 20:09:16,NDM_000384,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_000897,2026-09-12 06:43:37,NDM_000385,My account is locked after several login attempts.,Medium,LEGITIMATE,
TICKET_000627,2026-09-26 12:04:11,NDM_000387,Please help me update my registered mobile number.,Medium,LEGITIMATE,
TICKET_001052,2026-09-08 04:10:48,NDM_000388,My phone was lost and I need to secure my account.,Medium,LEGITIMATE,
TICKET_001334,2026-09-05 03:58:45,NDM_000389,My phone was lost and I need to secure my account.,Low,LEGITIMATE,
ATO_TICKET_NDM_000389,2026-09-16 06:06:45,NDM_000389,There was a transaction on my account that I did not make.,Medium,ATO,Unauthorised Transaction
TICKET_001686,2026-09-18 05:41:08,NDM_000390,There is no problem with my account; I need assistance with a payment.,Low,LEGITIMATE,
TICKET_001680,2026-09-26 13:47:10,NDM_000398,I received an OTP that I did not request.,Low,LEGITIMATE,
ATO_TICKET_NDM_000399,2026-09-26 01:29:57,NDM_000399,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_000403,2026-09-19 03:04:48,NDM_000403,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_000404,2026-09-16 09:25:59,NDM_000404,There was a transaction on my account that I did not make.,Medium,ATO,Unauthorised Transaction
TICKET_000696,2026-09-23 15:06:35,NDM_000405,I changed my phone and need help accessing my account.,Medium,LEGITIMATE,
TICKET_000763,2026-09-19 01:28:49,NDM_000406,I changed my phone and need help accessing my account.,High,LEGITIMATE,
ATO_TICKET_NDM_000408,2026-09-27 15:17:09,NDM_000408,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_001717,2026-09-14 07:39:03,NDM_000411,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
TICKET_001279,2026-09-06 02:41:06,NDM_000412,Please help me update my registered mobile number.,Low,LEGITIMATE,
TICKET_000289,2026-09-09 09:09:13,NDM_000413,I noticed a transfer that I do not recognise.,Low,LEGITIMATE,
TICKET_000840,2026-09-02 10:53:41,NDM_000414,I noticed a transfer that I do not recognise.,Low,LEGITIMATE,
TICKET_000283,2026-09-21 15:10:24,NDM_000415,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
TICKET_000434,2026-09-25 08:13:02,NDM_000415,My phone was lost and I need to secure my account.,Low,LEGITIMATE,
TICKET_001904,2026-09-12 10:00:32,NDM_000417,I noticed a transfer that I do not recognise.,High,LEGITIMATE,
TICKET_000699,2026-09-18 05:58:20,NDM_000417,I received an OTP that I did not request.,High,LEGITIMATE,
TICKET_001357,2026-09-27 17:36:12,NDM_000419,There was a transaction on my account that I did not make.,Low,LEGITIMATE,
ATO_TICKET_NDM_000420,2026-09-25 17:23:51,NDM_000420,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_000421,2026-09-23 16:40:15,NDM_000421,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_001008,2026-09-18 06:25:47,NDM_000425,Please help me update my registered mobile number.,Low,LEGITIMATE,
ATO_TICKET_NDM_000428,2026-09-29 19:29:36,NDM_000428,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_000430,2026-09-28 17:14:40,NDM_000430,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_000746,2026-09-03 11:54:25,NDM_000431,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
ATO_TICKET_NDM_000433,2026-09-28 20:57:37,NDM_000433,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_000436,2026-09-26 02:02:10,NDM_000436,There was a transaction on my account that I did not make.,Medium,ATO,Unauthorised Transaction
TICKET_000722,2026-09-10 02:54:32,NDM_000437,I am travelling and cannot access my normal device.,Low,LEGITIMATE,
TICKET_001957,2026-09-26 01:02:27,NDM_000438,I changed my phone and need help accessing my account.,Medium,LEGITIMATE,
ATO_TICKET_NDM_000438,2026-09-30 03:28:58,NDM_000438,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_000441,2026-09-27 14:08:00,NDM_000441,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_000380,2026-09-15 12:04:31,NDM_000445,My phone was lost and I need to secure my account.,Low,LEGITIMATE,
ATO_TICKET_NDM_000447,2026-09-29 20:16:34,NDM_000447,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_000454,2026-09-05 21:02:48,NDM_000451,I noticed a transfer that I do not recognise.,Medium,LEGITIMATE,
ATO_TICKET_NDM_000451,2026-09-21 05:48:38,NDM_000451,I received an OTP that I did not request.,Medium,ATO,Unauthorised Transaction
TICKET_000744,2026-09-06 07:57:27,NDM_000455,I received an OTP that I did not request.,Medium,LEGITIMATE,
ATO_TICKET_NDM_000455,2026-09-21 16:44:11,NDM_000455,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_000678,2026-09-30 19:28:54,NDM_000455,There was a transaction on my account that I did not make.,Low,LEGITIMATE,
ATO_TICKET_NDM_000458,2026-09-26 10:33:44,NDM_000458,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_000460,2026-09-26 10:10:28,NDM_000460,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_001862,2026-09-01 00:11:53,NDM_000463,There is no problem with my account; I need assistance with a payment.,Low,LEGITIMATE,
ATO_TICKET_NDM_000463,2026-09-21 11:08:40,NDM_000463,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_000465,2026-09-28 05:58:25,NDM_000465,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_001153,2026-09-12 00:43:43,NDM_000467,I noticed a transfer that I do not recognise.,Low,LEGITIMATE,
TICKET_000259,2026-09-12 15:21:32,NDM_000467,I received an OTP that I did not request.,Medium,LEGITIMATE,
ATO_TICKET_NDM_000467,2026-09-24 22:40:11,NDM_000467,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_000857,2026-09-25 12:29:33,NDM_000468,I am travelling and cannot access my normal device.,Low,LEGITIMATE,
TICKET_000472,2026-09-28 14:10:43,NDM_000468,There was a transaction on my account that I did not make.,Medium,LEGITIMATE,
ATO_TICKET_NDM_000468,2026-09-30 09:45:31,NDM_000468,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_000342,2026-09-14 10:12:42,NDM_000469,My account is locked after several login attempts.,Low,LEGITIMATE,
TICKET_001912,2026-09-15 23:42:43,NDM_000470,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
TICKET_000894,2026-09-07 12:11:08,NDM_000475,Please help me update my registered mobile number.,Medium,LEGITIMATE,
ATO_TICKET_NDM_000476,2026-09-18 04:18:02,NDM_000476,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
TICKET_001437,2026-09-16 14:40:04,NDM_000479,I made this transaction myself but it is showing as pending.,Medium,LEGITIMATE,
ATO_TICKET_NDM_000481,2026-09-28 14:20:35,NDM_000481,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_000482,2026-09-29 09:40:37,NDM_000482,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_000239,2026-09-18 10:29:40,NDM_000483,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
TICKET_000961,2026-09-16 05:06:40,NDM_000484,I am travelling and cannot access my normal device.,Medium,LEGITIMATE,
ATO_TICKET_NDM_000484,2026-09-24 06:06:05,NDM_000484,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_000485,2026-09-19 05:15:58,NDM_000485,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_000409,2026-09-05 14:58:37,NDM_000488,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
ATO_TICKET_NDM_000488,2026-09-29 02:08:06,NDM_000488,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
TICKET_000007,2026-09-20 15:47:48,NDM_000490,My account is locked after several login attempts.,High,LEGITIMATE,
ATO_TICKET_NDM_000493,2026-09-29 05:06:40,NDM_000493,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
TICKET_001343,2026-09-06 01:40:07,NDM_000497,Please help me update my registered mobile number.,Medium,LEGITIMATE,
TICKET_001247,2026-09-08 00:36:15,NDM_000497,There is no problem with my account; I need assistance with a payment.,Medium,LEGITIMATE,
ATO_TICKET_NDM_000498,2026-09-26 19:19:39,NDM_000498,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_000500,2026-09-30 03:09:45,NDM_000500,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_000501,2026-09-24 15:29:29,NDM_000501,I received an OTP that I did not request.,Medium,ATO,Unauthorised Transaction
TICKET_001478,2026-09-06 07:19:10,NDM_000510,There was a transaction on my account that I did not make.,Medium,LEGITIMATE,
TICKET_000685,2026-09-22 04:22:21,NDM_000510,My phone was lost and I need to secure my account.,High,LEGITIMATE,
ATO_TICKET_NDM_000511,2026-09-27 17:22:33,NDM_000511,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_000508,2026-09-09 15:38:28,NDM_000512,There was a transaction on my account that I did not make.,Low,LEGITIMATE,
TICKET_001124,2026-09-25 03:31:09,NDM_000519,Please help me update my registered mobile number.,Low,LEGITIMATE,
TICKET_000567,2026-09-02 08:32:25,NDM_000520,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
TICKET_001320,2026-09-09 23:26:54,NDM_000524,My phone was lost and I need to secure my account.,Low,LEGITIMATE,
TICKET_000941,2026-09-21 09:48:07,NDM_000524,I received an OTP that I did not request.,Low,LEGITIMATE,
TICKET_001556,2026-09-27 21:19:41,NDM_000524,I changed my phone and need help accessing my account.,High,LEGITIMATE,
ATO_TICKET_NDM_000525,2026-09-29 00:19:00,NDM_000525,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_000526,2026-10-01 00:06:05,NDM_000526,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
TICKET_000532,2026-09-08 11:26:33,NDM_000528,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
TICKET_001647,2026-09-13 18:11:54,NDM_000528,There is no problem with my account; I need assistance with a payment.,Low,LEGITIMATE,
TICKET_000902,2026-09-30 05:59:51,NDM_000528,Please help me update my registered mobile number.,Medium,LEGITIMATE,
TICKET_001825,2026-09-16 03:06:20,NDM_000529,Please help me update my registered mobile number.,Medium,LEGITIMATE,
TICKET_000801,2026-09-09 01:24:59,NDM_000530,I received an OTP that I did not request.,Medium,LEGITIMATE,
ATO_TICKET_NDM_000530,2026-09-24 12:23:36,NDM_000530,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_000525,2026-09-01 15:21:10,NDM_000531,My SIM card was replaced and I cannot log in.,Low,LEGITIMATE,
ATO_TICKET_NDM_000531,2026-09-30 18:39:09,NDM_000531,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_000532,2026-09-26 22:35:04,NDM_000532,There was a transaction on my account that I did not make.,Medium,ATO,Unauthorised Transaction
TICKET_001747,2026-09-16 02:24:19,NDM_000534,I received an OTP that I did not request.,Low,LEGITIMATE,
ATO_TICKET_NDM_000536,2026-09-25 17:28:50,NDM_000536,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_001269,2026-09-21 11:56:04,NDM_000538,There was a transaction on my account that I did not make.,Medium,LEGITIMATE,
ATO_TICKET_NDM_000538,2026-09-26 18:40:33,NDM_000538,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_001284,2026-09-09 15:10:54,NDM_000539,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
ATO_TICKET_NDM_000539,2026-09-30 04:27:04,NDM_000539,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_000540,2026-09-24 02:20:45,NDM_000540,There was a transaction on my account that I did not make.,Medium,ATO,Unauthorised Transaction
TICKET_001938,2026-09-29 16:30:00,NDM_000540,I cannot access my account and my password no longer works.,Medium,LEGITIMATE,
TICKET_001704,2026-09-18 21:16:20,NDM_000544,My account is locked after several login attempts.,Low,LEGITIMATE,
ATO_TICKET_NDM_000545,2026-09-24 23:06:11,NDM_000545,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_001849,2026-09-11 18:15:21,NDM_000552,My SIM card was replaced and I cannot log in.,Low,LEGITIMATE,
TICKET_001183,2026-09-25 18:29:01,NDM_000564,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
TICKET_001758,2026-09-19 03:05:12,NDM_000565,There was a transaction on my account that I did not make.,Low,LEGITIMATE,
ATO_TICKET_NDM_000565,2026-09-25 17:21:18,NDM_000565,My SIM card was replaced and I cannot log in.,Medium,ATO,Unauthorised Transaction
TICKET_000062,2026-09-30 18:54:35,NDM_000565,Please help me update my registered mobile number.,Low,LEGITIMATE,
TICKET_000339,2026-09-19 04:16:45,NDM_000566,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
TICKET_000725,2026-09-17 10:03:17,NDM_000568,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
TICKET_001853,2026-09-25 23:23:38,NDM_000570,I noticed a transfer that I do not recognise.,Medium,LEGITIMATE,
TICKET_001302,2026-09-26 04:43:16,NDM_000577,My account is locked after several login attempts.,Medium,LEGITIMATE,
TICKET_000710,2026-09-20 13:15:21,NDM_000579,I am travelling and cannot access my normal device.,Low,LEGITIMATE,
ATO_TICKET_NDM_000579,2026-09-20 17:02:08,NDM_000579,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_000584,2026-09-26 17:08:35,NDM_000584,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_000008,2026-09-04 00:37:10,NDM_000586,There was a transaction on my account that I did not make.,Low,LEGITIMATE,
TICKET_000712,2026-09-17 05:33:13,NDM_000592,My account is locked after several login attempts.,Low,LEGITIMATE,
ATO_TICKET_NDM_000595,2026-09-22 10:02:41,NDM_000595,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_000596,2026-09-17 20:19:41,NDM_000596,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_000598,2026-09-28 19:04:47,NDM_000598,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
